Gene,logFC,PValue,FDR,cKO_1,cKO_2,cKO_3,cKO_4,cKO_5,FL_1,FL_2,FL_3,FL_4
Cd72,-0.065915204,0.612713311,0.808156438,8.407805121,8.137058663,8.650656053,8.228804409,8.317972562,8.41247376,8.324499345,8.515873982,8.411700111
Jkamp,-0.066086633,0.518736077,0.748493178,9.170743132,9.291458284,9.135246626,9.169921901,9.290852648,9.168460375,9.188966481,9.215015241,9.501506678
Amt,-0.066089103,0.713034431,0.867902314,7.114381523,6.951992652,6.813420381,6.719103664,6.950247633,6.769515399,7.031267301,6.822613591,7.181074992
Lrrc56,-0.066239959,0.639749227,0.823554716,7.177562581,7.273674259,7.178386042,7.226119214,7.273935013,7.349787052,7.221300905,7.337368628,7.157817164
Epsti1,-0.066255723,0.46804432,0.71513344,12.45124724,12.45656006,12.71159059,12.36196331,12.62541473,12.68674548,12.65875482,12.50059916,12.53031078
Coq10b,-0.066268896,0.51618424,0.746805995,9.015033559,8.888624253,9.111515673,9.071710918,9.050590872,8.93131888,9.057526819,9.080914385,9.270402941
Itm2b,-0.066357959,0.414579505,0.6781671,13.76651919,13.90070171,13.84829557,13.89988625,14.02154895,13.90577566,13.91329314,13.87882851,14.12401989
Melk,-0.066376477,0.535248189,0.758900685,11.35250937,11.58956783,11.47153811,11.66830521,11.7946417,11.47672401,11.65673037,11.62918743,11.83016554
Ociad1,-0.066430601,0.463985716,0.712054483,12.79767808,12.82861402,12.98751763,12.76060916,12.93823657,12.96008124,12.82146363,12.80409332,13.12938911
Fam8a1,-0.066487013,0.415226186,0.678979936,9.737335316,9.520954325,9.680672426,9.569957302,9.653034294,9.76316973,9.717746651,9.669117707,9.635239126
Evi5,-0.06651578,0.718515467,0.870399392,7.125150237,6.851216522,7.295297511,6.876757291,6.845659514,7.289847064,6.994231176,7.132181341,6.769558939
Ifitm2,-0.066519701,0.52069281,0.749248196,10.91190007,10.806967,10.96571368,10.89607764,10.85303685,10.93535444,10.67729345,10.96553355,11.20086266
Golt1b,-0.066549004,0.445765524,0.698813308,10.75379921,10.66114037,10.9090653,10.57531121,10.73704993,10.85029284,10.75965303,10.71054275,10.86717716
Acot8,-0.066563205,0.555666381,0.773824635,9.096250683,9.340399413,9.148261615,9.192821168,9.503861539,9.326421813,9.259624416,9.232474556,9.480430694
Pigh,-0.066576336,0.389518988,0.655505789,9.13518456,9.152097671,9.214087528,9.167354679,9.251678861,9.228839815,9.277890196,9.261916543,9.20755862
Zc3h7a,-0.066597014,0.353827762,0.626978185,12.15005897,12.09064202,12.11240703,12.15117375,12.1704637,12.07926334,12.31960306,12.26964182,12.12960078
Dubr,-0.066633606,0.537784688,0.760989673,9.667933444,9.37882617,9.473555219,9.302107761,9.213667146,9.525802213,9.450760218,9.422524391,9.518146877
Mfng,-0.066665362,0.507389315,0.742467688,11.59207842,11.86116098,11.62978092,11.85035117,11.99410317,11.83481069,11.80035955,11.79696029,12.01088893
Rpl36a,-0.066673795,0.600071345,0.801181787,8.103370977,8.29469429,8.324678016,7.896014144,8.169105938,8.298153754,8.213151319,8.107713233,8.2591566
Ppp2ca,-0.066693193,0.384145874,0.651944676,13.49137426,13.50615073,13.63046149,13.47489007,13.57088932,13.66123781,13.4879374,13.51764189,13.73811973
Cyb561d2,-0.066701204,0.617466876,0.810652526,9.957470751,10.22614687,10.04463191,10.09229169,10.43637075,10.23943261,10.11589611,9.941224861,10.5618636
Haus8,-0.0667147,0.638272364,0.822718619,9.891082531,9.996156846,9.99241945,9.940368105,10.49785487,9.946034374,10.06571302,10.05313367,10.49113825
Fam169b,-0.066715781,0.402313145,0.667698078,11.80759895,11.89571116,11.83849607,12.00054941,11.92731553,11.85121553,12.03044507,12.08536719,11.87349228
Tpt1-ps6,-0.06671594,0.731102795,0.877116973,6.172567503,6.266721519,6.16934025,5.9234539,6.171718376,6.100601603,6.187317197,6.139823135,6.303878464
Fbxo22,-0.066718015,0.402129534,0.66759786,10.37253143,10.31944131,10.28993213,10.27785501,10.2299372,10.45603357,10.23127411,10.3063251,10.44957078
AV099323,-0.066729865,0.721779649,0.872328382,6.467013222,6.73984914,6.508060812,6.488969751,6.525002511,6.630446946,6.399938782,6.653851188,6.645420203
Fbxo5,-0.066805481,0.398929881,0.664633461,11.57547215,11.59626799,11.58671973,11.75286692,11.70089789,11.57009307,11.69273151,11.74562529,11.82808933
Gm15455,-0.066825968,0.690927558,0.855014994,5.904420195,5.491007067,5.972848937,5.974049955,6.171718376,5.923646332,5.962922352,6.02223266,6.108906869
Soat2,-0.066996878,0.568652432,0.781131527,8.367021144,8.245785689,8.444839361,8.10853181,8.283329235,8.489334852,8.302029301,8.229188057,8.370463459
Serpinb6a,-0.067052411,0.583317595,0.791333596,10.53244695,10.61378344,11.04395181,10.50726583,10.8082042,10.81072274,10.76369028,10.60206481,10.95049807
Pgrmc2,-0.067120424,0.499673109,0.737413453,11.10701132,11.08126806,11.10958725,10.98284424,11.16014656,11.12109487,11.02074223,11.02227166,11.43062941
Gm7611,-0.067120724,0.702136594,0.861081122,6.07369536,6.021380716,6.018354345,6.17101591,5.848885414,6.234902932,5.702805913,6.02223266,6.213534736
Tmem41a,-0.067122828,0.566450086,0.779994028,8.697229831,8.693213616,8.948282536,8.6038919,8.816299674,8.952414817,8.704573717,8.660352747,8.930393395
Wdfy1,-0.06714126,0.631832289,0.819175507,8.190715394,8.184711834,8.296502896,7.982660829,7.842283282,8.345016726,8.016041989,8.229188057,8.047088701
Sec62,-0.067214062,0.210030766,0.474882531,11.86158143,11.84959137,11.92934032,11.92476285,11.89008372,11.92678184,11.97340081,11.9336506,11.99838832
Slc2a4rg-ps,-0.067214806,0.617796358,0.810711391,9.889666285,9.923287791,9.59419169,9.750084528,10.11019746,9.65397531,9.9723952,9.798314291,10.2466814
Csnk1g3,-0.067248496,0.531343416,0.756281576,10.58320197,10.26755932,10.4831863,10.25997978,10.11019746,10.40486188,10.42634081,10.50837572,10.33247251
2410003L11Rik,-0.067283163,0.566470662,0.779994028,6.545157311,5.798364111,5.796597378,6.831912445,7.215925223,5.79750013,7.420917506,6.954181523,6.752741169
Rbm12b1,-0.067357203,0.556514002,0.773961151,8.407805121,8.474724803,8.374891857,8.301941238,8.440692164,8.269255714,8.43993054,8.431093647,8.666852205
Rhot2,-0.067435989,0.472885733,0.719766635,10.6049108,10.75399658,10.57903125,10.71299968,10.85376031,10.69305976,10.65659777,10.77208302,10.95126162
Lag3,-0.067457536,0.711172155,0.866995872,9.859597874,9.582225782,9.930757189,9.115014216,9.093144001,10.0880826,9.179275283,9.135017192,9.932000905
Ran,-0.067472588,0.454343053,0.706367993,13.32164372,13.24900961,13.23762031,13.07957775,13.22159421,13.42296964,13.13102524,13.17390107,13.42582151
Rassf7,-0.06747605,0.591736744,0.796715149,8.828266428,9.000522507,8.902825551,8.960281657,9.220449117,8.964330305,8.978580865,8.895641645,9.332952561
Slc25a2,-0.067501677,0.725732429,0.874345631,5.99647745,5.975619219,6.16934025,6.061500293,6.308626481,6.171315241,6.187317197,6.139823135,6.108906869
Hist1h4j,-0.067607757,0.698662061,0.859425111,5.698243373,6.063346906,6.13511179,6.203562058,5.848885414,5.923646332,6.187317197,6.064264584,6.069543045
Imp4,-0.067628686,0.399258442,0.664941809,11.64706717,11.79697125,11.81435483,11.66875638,11.73191016,11.88036004,11.69442364,11.70043934,11.91946094
Cntln,-0.067637463,0.6271215,0.816555275,9.575731809,9.546968621,9.392917653,9.816898501,9.584765213,9.326421813,9.958353755,9.832954694,9.426341453
Rps6ka2,-0.067640313,0.718894601,0.870499731,6.581800489,6.349276525,6.508060812,6.611097425,6.445148498,6.489400114,6.528454511,6.672073702,6.457312602
Tarm1,-0.067647353,NA,NA,6.172567503,6.063346906,6.318093011,6.100332427,6.171718376,6.444593076,6.048404186,6.238147596,6.027133166
Zfp710,-0.067653361,0.485164145,0.727719464,9.615730187,9.356347514,9.309774719,9.502475518,9.477729881,9.539742679,9.612178063,9.531145495,9.390619231
Slc27a4,-0.067660778,0.479226996,0.722639666,9.631082802,9.681269138,9.498103694,9.628831663,9.825568388,9.730581458,9.722743342,9.58832482,9.835872285
Atp6ap1,-0.06767671,0.424113038,0.684307163,11.61107084,11.76334708,11.74410106,11.70572012,11.73858164,11.78110851,11.6821105,11.6661664,11.98017998
Rcbtb2,-0.067774211,0.504446463,0.740551802,10.85145168,11.01707361,10.8253361,11.04534979,11.25354245,10.9584466,11.11979701,11.07135596,11.15122748
Eno1,-0.06778942,0.613127993,0.808377608,13.87770047,14.06502628,13.98188932,13.66052061,13.94210115,14.02465162,13.69500123,13.71822759,14.40315642
Rftn1,-0.067873618,0.474329093,0.720216924,11.30928629,11.27629197,11.15388036,11.33414047,11.423448,11.2873768,11.29956386,11.2742358,11.60082318
Tnks1bp1,-0.067882031,0.562947355,0.777553202,9.106084419,9.141602082,9.037852224,9.388296861,9.505709959,9.255681989,9.326948643,9.385146893,9.280206103
Telo2,-0.067889041,0.40678858,0.671398627,10.01184519,10.19365414,10.03350234,10.15684298,10.18806193,10.1042223,10.16193945,10.16603325,10.29924756
Rps6kb2,-0.067892419,0.459045254,0.709191804,9.934307536,10.05858329,9.911122186,10.06233927,10.2299372,10.10288423,10.05915073,10.06010783,10.21393972
Nfyc,-0.067983573,0.52046617,0.749241901,9.76696322,10.02770895,9.807072427,10.02329258,10.09066884,9.931025677,9.995955204,9.910673243,10.20883574
Nono,-0.068021037,0.389248562,0.655382802,12.99834878,13.099743,13.12274033,13.20025281,13.20227913,13.19668905,13.2757767,13.26890364,13.03337093
Rnps1,-0.0680426,0.451603904,0.704393586,10.78379608,11.02915299,10.93169322,10.91750453,10.99226567,11.10716531,10.8701263,10.8854475,11.12643011
Pnisr,-0.068051361,0.442250084,0.69635315,12.40674064,12.34051438,12.30834926,12.47151336,12.45170756,12.26751017,12.61252458,12.57198918,12.392966
Btnl2,-0.068093924,0.717721227,0.870070695,5.99647745,5.975619219,6.018354345,5.974049955,6.140576422,6.136990458,6.00750937,5.976399088,6.108906869
Ap3s2,-0.068109303,0.320505766,0.596208236,10.7989402,10.8588555,10.89147337,10.88057528,10.96440387,10.94955154,10.91001015,10.88701527,11.03719667
Gmip,-0.068116261,0.34806772,0.622271759,11.90069467,11.90035907,11.76692321,12.00520107,11.8752026,11.87371659,11.98243158,12.04171504,11.93960138
Trav9d-1,-0.06814703,0.724113058,0.873499253,6.847264203,6.965660376,6.873523805,7.487338932,7.407971359,7.269197762,7.12454331,6.822613591,7.520753632
Traf3ip2,-0.068210867,0.501395582,0.738544342,10.3083276,10.50804287,10.24362234,10.56370582,10.62707552,10.45393734,10.61786571,10.58187297,10.4452388
Gm9903,-0.068229573,0.705954961,0.863786546,6.07369536,5.867087588,5.922376717,6.136705723,5.995842528,6.234902932,6.048404186,5.976399088,5.871189572
Trav10d,-0.06824042,0.724734937,0.873716439,5.952825753,6.205852041,6.13511179,6.100332427,6.333108352,6.264583821,6.086369202,6.238147596,6.180550254
Pcm1,-0.06832818,0.583055908,0.791294316,11.46117668,11.09282338,11.17109668,11.24979585,11.0170181,11.16849554,11.48698216,11.44675271,10.95811545
Pdk2,-0.068332879,0.636622058,0.821903253,7.468089224,7.577643311,7.335171421,7.571803278,7.407971359,7.349787052,7.717371379,7.469265702,7.529474627
Slc35a4,-0.068388159,0.410935528,0.675336389,11.52629441,11.64508937,11.56228301,11.57270007,11.68595044,11.70785816,11.63398501,11.49585489,11.82100776
Sars2,-0.068388182,0.573836741,0.785160707,10.08169867,10.27951601,9.970699729,10.28022169,10.34150464,10.23821465,10.06963606,10.14388882,10.57083776
Tle3,-0.068446694,0.412260347,0.676249603,11.97254239,11.96131185,11.72437098,11.89923007,11.92490897,11.97248771,12.10707802,11.94347386,11.842149
Cep120,-0.068505344,0.486881655,0.729009194,10.63981985,10.45948493,10.56751418,10.62547841,10.52082069,10.57073916,10.83372285,10.69002991,10.40453767
Vps26a,-0.068570947,0.313048069,0.589022376,10.79290164,10.69989355,10.82775116,10.66402866,10.68025931,10.76412774,10.80736907,10.78811525,10.84598248
Glb1,-0.068599663,0.474944493,0.720324033,10.80795085,10.7811455,10.9465835,10.72780545,10.80671039,11.03892235,10.66525713,10.81554361,10.99338756
Rnf149,-0.068673535,0.524750689,0.752149148,9.800522031,9.504707409,9.659083279,9.546501567,9.40231295,9.739229338,9.570264308,9.773049108,9.526395014
0610040B10Rik,-0.068694455,0.716156735,0.869618892,6.446318335,6.652060986,6.681582082,6.372103064,6.845659514,6.611575771,6.622866977,6.689961133,6.700537871
Lrp10,-0.068785557,0.357902738,0.630910853,12.86178252,12.98501386,12.72891208,12.87781362,12.93345629,13.02111433,12.9054833,12.86856642,13.00167183
Mak16,-0.068791398,0.453839186,0.706097841,12.22060531,12.17073146,12.36096024,11.98614179,12.08312839,12.29467872,12.18346311,12.13500891,12.34353493
Pck2,-0.068901478,0.468132786,0.715188259,9.727850584,9.688473624,9.743555896,9.671001248,9.9254626,9.675768626,9.839257072,9.784894896,9.968720587
AA415398,-0.068925468,0.658278618,0.833962665,7.058988771,6.924139044,7.200504972,7.089166447,7.090694507,7.014768489,7.179267353,7.233734118,7.034048843
Cdc26,-0.069124692,0.39080163,0.656989815,9.776193721,9.904864366,9.936745131,9.934365124,9.919937736,9.906680757,9.922637774,9.913757811,10.09447704
Naglu,-0.069250727,0.421989799,0.682896391,9.300453645,9.188235163,9.132629297,9.180144794,9.271400128,9.23865913,9.293683265,9.19479647,9.383820818
Nubp2,-0.069294642,0.516656155,0.746867574,11.26418194,11.49439333,11.40573145,11.37508496,11.63847769,11.55160284,11.36849597,11.36250969,11.74028379
Ogg1,-0.069303126,0.506706246,0.742021709,9.313223012,9.508786454,9.364253214,9.504506344,9.485244874,9.580768034,9.43458732,9.293141264,9.67656309
Tmem144,-0.069326828,0.692789044,0.855944452,7.070281698,6.614595564,6.873523805,7.026993931,6.789252042,6.961826363,6.929644535,6.981385339,6.849773816
Eif2ak1,-0.069328487,0.38228651,0.651107894,11.18917463,11.36023531,11.4051927,11.45625874,11.46663933,11.51339278,11.38010913,11.46470669,11.43445618
Gm4518,-0.069359001,0.721322722,0.872282164,6.380929746,6.295280764,6.418601055,6.234576773,6.445148498,6.421260191,6.327209153,6.238147596,6.566593992
Gm15440,-0.069437893,0.682312114,0.849688192,6.819411648,6.722903004,6.858814022,6.800921391,6.744833021,6.719623215,6.91626114,6.724790521,6.938666692
Slc25a29,-0.069541273,0.677666018,0.846804004,6.847264203,6.895558103,6.797842163,7.148171395,6.999027571,7.040335828,6.875093265,6.954181523,7.07258726
Cnp,-0.069570533,0.518933102,0.748567054,12.30916077,12.47951802,12.30431055,12.59104822,12.78537002,12.52134588,12.55268867,12.52420325,12.71375575
Mpp2,-0.06966373,0.421458205,0.682728543,10.34801693,10.37175312,10.05979573,10.35172222,10.31441318,10.30138702,10.3786801,10.37836164,10.3888321
Atg12,-0.069678063,0.453683638,0.706007048,10.03251867,10.05997103,10.1945241,10.15038729,10.26192696,10.0131241,10.29742032,10.21433334,10.30044747
Naga,-0.069727552,0.38428527,0.651944676,9.641227281,9.550929211,9.429555286,9.524657733,9.619306182,9.626259387,9.560988075,9.643309666,9.650404188
Por,-0.069809792,0.406208191,0.670870915,11.30822861,11.37199739,11.19871968,11.26300552,11.38042939,11.33823137,11.27036033,11.32310647,11.55936982
Il11ra1,-0.069822471,0.693919554,0.856613047,6.976638932,7.105999081,7.061099592,6.847071936,7.356085255,7.001765148,7.168523329,6.954181523,7.362512532
Fam189b,-0.069885216,0.519834408,0.748911697,10.45422997,10.7007825,10.39686883,10.74331806,10.87885541,10.64334893,10.74910293,10.7007687,10.77701941
Gm28417,-0.06991803,0.660537736,0.83557076,7.156875975,7.38338949,7.109436069,7.289131336,7.24527785,7.359500065,7.210930082,7.059258996,7.485261829
Gm37486,-0.069934209,NA,NA,6.202286357,6.534821164,6.262349823,6.531550318,6.423952741,6.264583821,6.301343128,6.238147596,6.849773816
Lgals9,-0.069953154,0.505159341,0.740674377,11.96215885,12.31114716,12.10645492,12.41374678,12.31766716,12.36016276,12.34782918,12.37697004,12.12385774
Ggnbp1,-0.070004469,0.671306573,0.842696085,6.805203296,7.105999081,6.916484619,7.136605826,7.010897783,7.101863681,7.031267301,6.897674687,7.134092599
R3hcc1,-0.070035171,0.38643086,0.653509997,9.833314132,9.868878292,9.850553362,9.800484331,9.948709075,9.94901739,9.851469125,9.844318208,10.05803362
Dlk1,-0.070071316,0.717947968,0.870239961,6.403316082,6.322764394,6.262349823,6.234576773,5.995842528,6.467291762,6.187317197,6.064264584,6.409372874
Pla2g3,-0.070113104,0.701293758,0.860716101,6.036518737,6.021380716,6.13511179,6.136705723,5.783462291,6.136990458,6.187317197,5.86769505,6.069543045
Sart3,-0.070126337,0.415364347,0.679124203,11.86158143,12.01158221,11.80621711,11.93605055,12.15118095,12.06766817,12.01597131,11.95061032,12.08509103
Gm22392,-0.070175823,0.716670028,0.869816497,6.202286357,6.021380716,6.318093011,6.591846604,6.171718376,6.136990458,6.444987576,6.267952019,6.4336897
Thumpd1,-0.070263112,0.279093532,0.554085831,11.98351431,12.0076388,12.0934738,11.94650663,12.05918911,12.10818287,12.05271167,12.02045463,12.17343232
Prf1,-0.070296958,0.672940839,0.84369007,8.860668471,7.746421027,8.823665176,7.643360795,7.215925223,9.434924016,7.696277899,7.521828832,8.228585281
Gyg,-0.070355346,0.531156573,0.756199618,10.77079724,10.61378344,10.90297069,10.58011932,10.45366166,10.95029489,10.57070676,10.71496368,10.72259343
Cul3,-0.070363756,0.29904507,0.576265838,12.84310406,12.76378382,12.85948728,12.88792304,12.78328408,12.8467355,12.97898987,12.96981945,12.7957138
Eif3i,-0.070410342,0.566376478,0.779994028,13.0318835,13.2781669,13.12927771,13.05217827,13.35844101,13.1844266,13.08887505,13.03752138,13.62692574
Ksr2,-0.070414384,0.711830947,0.867199394,5.952825753,6.173205179,6.16934025,6.136705723,6.308626481,5.923646332,6.352216509,6.296554337,6.145775443
Hacd3,-0.07045821,0.356396998,0.62959391,11.4501918,11.46279166,11.64765405,11.3893916,11.47088815,11.5038065,11.51789278,11.55571012,11.65007847
Ppp2cb,-0.070463891,0.523735615,0.751192192,11.97787254,11.9720223,12.04173543,11.83475557,12.05069984,12.23403462,11.86113001,11.79570937,12.26006592
Gm10521,-0.070523893,0.714205176,0.868508476,7.451791451,7.117946684,6.971259011,7.136605826,7.034270983,6.948188752,7.577643391,7.423735598,6.718243385
Atf6b,-0.070537918,0.446742745,0.699856544,11.11429218,11.25588061,11.13320597,11.19759006,11.38893683,11.24560303,11.217786,11.2055489,11.48751756
Rps27a,-0.070547872,0.481215947,0.724304905,9.261445748,9.374358629,9.46527793,9.318380332,9.324793847,9.321813293,9.309303571,9.378448231,9.633332163
Gm14006,-0.070593678,NA,NA,5.952825753,6.021380716,5.972848937,5.974049955,6.072965859,5.974264508,5.913474195,5.925560861,6.27502863
Pwp1,-0.07060462,0.277365466,0.552294339,11.47914425,11.47062702,11.60043265,11.42668503,11.4514302,11.54964264,11.52646833,11.52634448,11.62494369
5830468F06Rik,-0.070640049,0.653516662,0.831674576,9.527306319,9.960927427,9.717688625,10.13999753,10.3761795,9.639260196,10.18743102,10.07395546,10.2516531
Tspyl1,-0.070695789,0.215763246,0.482390659,11.12574552,11.06686476,11.02724019,11.12051276,11.08204812,11.11911316,11.16138713,11.15310044,11.18342417
